production_id	level	changed_ori_nat	changed_nat_str	original_text	natural_text	strong_text
72	ORI->NAT->STR	S	S	Se for necessário, o encaminharemos para tratamento, mas se ele estiver bem voltará ao trabalho normalmente -- explicou o tenente-coronel.	Se for necessário, nós o conduziremos para tratamento, mas, se ele estiver bem, voltará ao trabalho normalmente -- explicou o tenente-coronel.	Mas, se ele estiver bem, voltará ao trabalho normalmente -- explicou o tenente-coronel.
72	ORI->NAT->STR	S	S	A Polícia Militar e a Polícia Civil irão instaurar inquérito policial para apurar as causas do acidente assim que sair o laudo da perícia.	A Polícia Militar e a Polícia Civil irão abrir inquérito policial para investigar as causas do acidente logo que sair o parecer técnico da perícia.	A Polícia Militar e a Polícia Civil abrirão inquérito policial para investigar as causas do acidente logo que sair o parecer técnico da perícia.
73	ORI->NAT->STR	S	S	A Venezuela na encruzilhada.	A Venezuela em um momento decisivo.	A Venezuela em um momento de decisão.
73	ORI->NAT->STR	S	N	A Venezuela vive dias tensos.	A Venezuela vive dias difíceis.	A Venezuela vive dias difíceis.
73	ORI->NAT->STR	S	S	A população que vai às urnas neste domingo para decidir se o presidente Hugo Chávez poderá se reeleger indefinidamente nunca esteve tão dividida.	A população que vai às urnas neste domingo com o objetivo de decidir se o presidente Hugo Chávez poderá se reeleger indefinidamente nunca esteve tão dividida.	A população vai às urnas neste domingo com o objetivo de decidir se o presidente Hugo Chávez poderá se reeleger indefinidamente.
73	ORI->NAT->STR	S	N	O que está em jogo não são apenas as reformas constitucionais patrocinadas por Chávez.	O que está em jogo não são apenas as reformas da constituição favorecidas por Chávez.	O que está em jogo não são apenas as reformas da constituição favorecidas por Chávez.
73	ORI->NAT->STR	S	S	Mas, sim, o embrião de um movimento de perpetuação no poder que ameaça se alastrar pela América Latina.	Mas, sim, o embrião de um movimento de perpetuação no poder que ameaça se espalhar pela América Latina.	Mas, sim, o embrião de um movimento de perpetuação no poder.
73	ORI->NAT->STR	S	S	Pela primeira vez, porém, Chávez não conta com a vitória certa antes do resultado.	Mas, pela primeira vez, Chávez não conta com a vitória certa antes do resultado.	Pela primeira vez, Chávez não conta com a vitória certa antes do resultado.
73	ORI->NAT->STR	S	N	Há quem continue inabalável na defesa do presidente.	Há quem continue firme na defesa do presidente.	Há quem continue firme na defesa do presidente.
73	ORI->NAT->STR	N	S	E contra também.	E contra também.	Também há quem continue contra.
73	ORI->NAT->STR	S	S	A novidade é a crescente parcela da população que tem questionado se vale a pena dar mais esse crédito ao tenente-coronel -- um rebelde cujo golpe fracassado em 1992 lhe rendeu dois anos de cadeia e notoriedade suficiente para vencer três eleições presidenciais.	A novidade é a crescente parcela da população que tem questionado se vale a pena dar mais esse crédito ao tenente-coronel -- um rebelde cujo golpe frustrado em 1992 lhe rendeu dois anos de cadeia e fama suficiente para vencer três eleições para presidente.	A novidade é a crescente parcela da população que tem questionado se vale a pena dar mais esse crédito ao tenente-coronel.
73	ORI->NAT->STR	S	S	A maioria dos descontentes são antigos adesistas, mas que agora não compram mais no escuro a versão de Chávez de que os problemas nacionais -- da falta de comida à insegurança -- decorrem de um boicote de empresários e da elite local, a oligarquia sempre demonizada por Chávez.	A maioria dos descontentes é de antigos adesistas, que agora não compram mais no escuro a versão de Chávez de que os problemas nacionais -- da falta de comida à insegurança -- derivam de um boicote de empresários e da elite local, a oligarquia sempre transformada em demônio por Chávez.	Os antigos adesistas agora não compram mais no escuro a versão de Chávez de que os problemas nacionais têm origem em um boicote de empresários e da elite local.
73	ORI->NAT->STR	S	S	Nos últimos dias, duas mega passeatas mostraram a distância que separa os chavistas dos opositores ao regime.	Nos últimos dias, duas passeatas enormes mostraram a distância que separa os chavistas dos adversários do regime.	Nos últimos dias, duas marchas coletivas enormes mostraram a distância entre os chavistas e os adversários do regime.
73	ORI->NAT->STR	N	N	Na quinta-feira, mais de 200 mil pessoas foram às ruas de Caracas protestar contra o governo.	Na quinta-feira, mais de 200 mil pessoas foram às ruas de Caracas protestar contra o governo.	Na quinta-feira, mais de 200 mil pessoas foram às ruas de Caracas protestar contra o governo.
73	ORI->NAT->STR	S	S	No dia seguinte, Chávez reuniu uma multidão ainda maior e, em um discurso inflamado, ameaçou a oposição, a imprensa estrangeira, a Colômbia, os Estados Unidos, a Espanha e os bancos espanhóis sediados no país.	No dia seguinte, Chávez reuniu uma multidão até maior e, em um discurso entusiasmado, ameaçou a oposição, a imprensa estrangeira, a Colômbia, os Estados Unidos, a Espanha e os bancos espanhóis com sede no país.	Chávez ameaçou a oposição, a imprensa estrangeira, a Colômbia, os Estados Unidos, a Espanha e os bancos espanhóis com sede no país.
73	ORI->NAT->STR	S	S	Entre as 69 propostas de mudanças na Constituição, Chávez vai da reeleição sem limites ao fim da autonomia do Banco Central, do direito a expropriar propriedades privadas à subordinação de governantes a militares nomeados por ele.	Entre as 69 propostas de mudanças na Constituição, Chávez vai da reeleição sem limites ao fim da autonomia do Banco Central, do direito a desapropriar propriedades privadas à obediência de governantes a militares nomeados por ele.	Entre as 69 propostas de mudanças na Constituição, Chávez vai da reeleição sem limites ao fim da autonomia do Banco Central.
73	ORI->NAT->STR	S	S	Há também medidas populares, como a redução da jornada de trabalho para 36 horas semanais e uma ampliação da cobertura previdenciária.	Há também medidas populares, como a redução da jornada de trabalho para 36 horas semanais e um aumento da cobertura previdenciária.	As medidas populares são a redução da jornada de trabalho para 36 horas semanais e um aumento da cobertura previdenciária.
73	ORI->NAT->STR	S	N	É a tentação ditatorial do conjunto que assusta.	A tentação ditatorial do conjunto assusta.	A tentação ditatorial do conjunto assusta.
73	ORI->NAT->STR	S	N	O referendo ocorre em meio a uma grande descrença da população da Venezuela nas instituições e nos partidos políticos.	O referendo ocorre em meio a uma grande desconfiança da população da Venezuela nas instituições e nos partidos políticos.	O referendo ocorre em meio a uma grande desconfiança da população da Venezuela nas instituições e nos partidos políticos.
73	ORI->NAT->STR	S	S	Não bastasse a desesperança, falta comida nos supermercados, um fenômeno contraditório diante da riqueza do governo com a exportação de petróleo.	Não bastasse a falta de esperança, falta comida nos supermercados, um fenômeno que contradiz a riqueza do governo com a exportação de petróleo.	A falta de comida é um fenômeno que se opõe à riqueza do governo com a exportação de petróleo.
73	ORI->NAT->STR	S	S	O difícil é arriscar palpites para o resultado do referendo, especialmente porque o voto não é obrigatório, e a abstenção pode ser o fiel da balança.	O difícil é arriscar palpites para o resultado do referendo, especialmente porque o voto não é obrigatório e a abstenção pode ser o fiel da balança.	Isso ocorre porque o voto não é obrigatório e a abstenção pode ser o fiel da balança.
73	ORI->NAT->STR	S	N	Institutos de pesquisa oscilam entre um empate técnico e uma leve vantagem para a oposição.	Institutos de pesquisa variam entre um empate técnico e uma leve vantagem para a oposição.	Institutos de pesquisa variam entre um empate técnico e uma leve vantagem para a oposição.
73	ORI->NAT->STR	S	N	Porém, ninguém pode subestimar a capacidade de mobilização de Chávez.	Mas ninguém pode desprezar a capacidade de mobilização de Chávez.	Mas ninguém pode desprezar a capacidade de mobilização de Chávez.
73	ORI->NAT->STR	S	S	O venezuelano não conta com a derrota e já faz planos de ficar eternamente no poder:	O venezuelano não conta com a derrota e já faz planos de ficar para sempre no poder:	O venezuelano já faz planos de ficar para sempre no poder:
73	ORI->NAT->STR	S	S	-- Se fico 20 anos ou até 2050, isso quem vai decidir é o povo.	-- Se fico 20 anos ou até 2050, isso quem decidir é o povo.	-- O povo vai decidir se fico 20 anos ou até 2050.
73	ORI->NAT->STR	S	S	É a vontade do povo que vai dizer, não a dos oligarcas -- bradou, no comício de sexta.	É a vontade do povo que vai dizer, não a dos oligarcas -- gritou, no comício de sexta-feira.	Não é a vontade dos oligarcas que vai dizer -- gritou, no comício de sexta-feira.
73	ORI->NAT->STR	S	S	Chávez quer expandir sua revolução bolivariana, que hoje já tem como adeptos o Equador e a Bolívia, esta última mergulhada em uma crise semelhante à venezuelana.	Chávez quer ampliar sua revolução bolivariana, que hoje já tem como adeptos o Equador e a Bolívia, esta última mergulhada em uma crise semelhante à da Venezuela.	A Bolívia está mergulhada em uma crise semelhante à da Venezuela.
73	ORI->NAT->STR	S	S	Não foi à toa que ele lembrou o caos que se transformou a cidade de Sucre depois que o amigo Evo Morales conseguiu aprovar uma reforma que incluiu, claro, a reeleição ilimitada do presidente.	Não foi à toa que ele lembrou a confusão em que se transformou a cidade de Sucre, depois que o amigo Evo Morales conseguiu aprovar uma reforma que incluiu, claro, a reeleição sem limite do presidente.	Não foi à toa que ele lembrou a confusão em que se transformou a cidade de Sucre depois que o amigo Evo Morales conseguiu aprovar uma reforma.
73	ORI->NAT->STR	N	N	As chances de uma vitória do "Não" residem na mudança de postura de ex-chavistas.	As chances de uma vitória do "Não" residem na mudança de postura de ex-chavistas.	As chances de uma vitória do "Não" residem na mudança de postura de ex-chavistas.
73	ORI->NAT->STR	N	S	São antigos eleitores do tenente-coronel que, apesar da identificação com o líder das massas, pretendem votar contra o presidente.	São antigos eleitores do tenente-coronel que, apesar da identificação com o líder das massas, pretendem votar contra o presidente.	Os antigos eleitores se identificam com o líder das massas.
73	ORI->NAT->STR	N	S	São antigos eleitores do tenente-coronel que, apesar da identificação com o líder das massas, pretendem votar contra o presidente.	São antigos eleitores do tenente-coronel que, apesar da identificação com o líder das massas, pretendem votar contra o presidente.	Mas os antigos eleitores pretendem votar contra o presidente.
73	ORI->NAT->STR	S	N	Uma boa parte foi comovida pelo movimento que se originou nos centros acadêmicos das universidades.	Uma boa parte foi estimulada pelo movimento que se originou nos centros acadêmicos das universidades.	Uma boa parte foi estimulada pelo movimento que se originou nos centros acadêmicos das universidades.
73	ORI->NAT->STR	N	S	Ygnacio Yores, 24 anos, estudante de Direito, é um exemplo da desilusão.	Ygnacio Yores, 24 anos, estudante de Direito, é um exemplo da desilusão.	Ygnacio Yores é um exemplo da desilusão.
73	ORI->NAT->STR	N	S	-- Votei em Chávez, mas agora estou convencido de que os pobres continuam na mesma.	-- Votei em Chávez, mas agora estou convencido de que os pobres continuam na mesma.	Mas agora estou convencido de que os pobres continuam na mesma.
73	ORI->NAT->STR	N	S	Quem está no governo enriquece.	Quem está no governo enriquece.	Quem está no poder enriquece.
73	ORI->NAT->STR	N	N	Que socialismo é este?	Que socialismo é este?	Que socialismo é este?
74	ORI->NAT->STR	N	N	Em seis anos de vida, Gabriel Pertile Rossignoli já passou maus bocados por causa de seus dentinhos.	Em seis anos de vida, Gabriel Pertile Rossignoli já passou maus bocados por causa de seus dentinhos.	Em seis anos de vida, Gabriel Pertile Rossignoli já passou maus bocados por causa de seus dentinhos.
74	ORI->NAT->STR	S	N	Antes de chegar à idade em que se perdem os dentes de leite, já estava com os seus comprometidos pelas cáries.	Antes de chegar à idade de perder os dentes de leite, Gabriel já estava com os seus comprometidos pelas cáries.	Antes de chegar à idade de perder os dentes de leite, Gabriel já estava com os seus comprometidos pelas cáries.
74	ORI->NAT->STR	N	S	Um projeto do Serviço Social do Comércio (Sesc) mudou a história e abriu um sinal verde para o sorriso de Gabriel.	Um projeto do Serviço Social do Comércio (Sesc) mudou a história e abriu um sinal verde para o sorriso de Gabriel.	Um projeto do Serviço Social do Comércio (Sesc) abriu um sinal verde para o sorriso de Gabriel.
74	ORI->NAT->STR	N	N	O programa também resultou em melhorias na dentição de 80,1% das 59 mil crianças participantes da pesquisa.	O programa também resultou em melhorias na dentição de 80,1% das 59 mil crianças participantes da pesquisa.	O programa também resultou em melhorias na dentição de 80,1% das 59 mil crianças participantes da pesquisa.
74	ORI->NAT->STR	S	N	Na escola em que Gabriel freqüenta a 1ª série do Ensino Fundamental, em Cruzaltense, norte do Estado, a hora da escovação é uma das mais aguardadas.	Gabriel freqüenta a 1ª série do Ensino Fundamental em Cruzaltense, norte do Estado.	Gabriel freqüenta a 1ª série do Ensino Fundamental em Cruzaltense, norte do Estado.
74	ORI->NAT->STR	S	N	Na escola em que Gabriel freqüenta a 1ª série do Ensino Fundamental, em Cruzaltense, norte do Estado, a hora da escovação é uma das mais aguardadas.	Na escola de Gabriel, a hora de escovar os dentes é uma das mais aguardadas.	Na escola de Gabriel, a hora de escovar os dentes é uma das mais aguardadas.
74	ORI->NAT->STR	S	S	O projeto, criado em 2003, foi abraçado por secretarias municipais de saúde e professores, incluindo etapas de treinamento, palestras de conscientização, escovação e avaliações.	O projeto foi abraçado por secretarias municipais de saúde e professores, incluindo etapas de treino, palestras de conscientização, escovação e avaliações.	O projeto inclui etapas de treino, palestras de conscientização, maneira correta de escovar os dentes e avaliações.
74	ORI->NAT->STR	S	S	Em 2006, envolveu 150 mil crianças de 144 municípios -- este ano, já são 157 mil beneficiados em 162 municípios.	Neste ano, já são 157 mil que receberam o benefício em 162 municípios.	Neste ano, 157 mil já receberam o benefício em 162 municípios.
74	ORI->NAT->STR	S	N	Após quatro anos, uma pesquisa do Sesc e da Fundação de Apoio à Tecnologia e Ciência da Universidade Federal de Santa Maria mostrou que as ações tiveram ótimos resultados.	Depois de quatro anos, uma pesquisa do Sesc e da Fundação de Apoio à Tecnologia e Ciência da Universidade Federal de Santa Maria mostrou que as ações tiveram ótimos resultados.	Depois de quatro anos, uma pesquisa do Sesc e da Fundação de Apoio à Tecnologia e Ciência da Universidade Federal de Santa Maria mostrou que as ações tiveram ótimos resultados.
74	ORI->NAT->STR	S	N	No ranking estadual, Cruzaltense ficou em primeiro lugar entre as 106 cidades pesquisadas.	Na classificação estadual, Cruzaltense ficou em primeiro lugar entre as 106 cidades pesquisadas.	Na classificação estadual, Cruzaltense ficou em primeiro lugar entre as 106 cidades pesquisadas.
74	ORI->NAT->STR	N	N	No município de 2,5 mil habitantes, o hábito de escovar os dentes, usar o fio dental e o flúor não existia.	No município de 2,5 mil habitantes, o hábito de escovar os dentes, usar o fio dental e o flúor não existia.	No município de 2,5 mil habitantes, o hábito de escovar os dentes, usar o fio dental e o flúor não existia.
74	ORI->NAT->STR	S	S	-- As escolas não têm recursos, mas o engajamento dos professores garantiu a melhoria -- conta a dentista Daniela De ela Latta.	-- As escolas não têm recursos, mas a participação ativa dos professores garantiu a melhoria -- conta a dentista Daniela De ela Latta.	Mas a participação ativa dos professores garantiu a melhoria -- conta a dentista Daniela De ela Latta.
74	ORI->NAT->STR	N	N	Uma cartilha mostra os resultados mensais da avaliação.	Uma cartilha mostra os resultados mensais da avaliação.	Uma cartilha mostra os resultados mensais da avaliação.
74	ORI->NAT->STR	S	N	Crianças com sangramento na gengiva ganham um adesivo com a carinha vermelha.	Crianças com gengivas que sangram ganham um adesivo com a carinha vermelha.	Crianças com gengivas que sangram ganham um adesivo com a carinha vermelha.
74	ORI->NAT->STR	S	N	Placas bacterianas visíveis recebem uma carinha amarela, e dentinhos sem cárie ganham adesivo verde.	Placas visíveis de bactérias recebem uma carinha amarela.	Placas visíveis de bactérias recebem uma carinha amarela.
74	ORI->NAT->STR	N	S	-- Primeiro, eu ganhei dois amarelos, mas daí melhorei e agora já consegui um verde -- comemora Gabriel.	-- Primeiro, eu ganhei dois amarelos, mas daí melhorei e agora já consegui um verde -- comemora Gabriel.	Agora já consegui um verde -- comemora Gabriel.
74	ORI->NAT->STR	S	N	Em Cruzaltense, o número de atendimentos curativos reduziu 50% desde o começo da campanha.	Em Cruzaltense, o número de atendimentos curativos diminuiu 50% desde o começo da campanha.	Em Cruzaltense, o número de atendimentos curativos diminuiu 50% desde o começo da campanha.
74	ORI->NAT->STR	N	S	O investimento do Sesc no projeto Sorrindo para o Futuro é de R$ 600 mil por ano -- R$ 3,80 para cada criança.	O investimento do Sesc no projeto Sorrindo para o Futuro é de R$ 600 mil por ano -- R$ 3,80 para cada criança.	O investimento do Sesc no projeto Sorrindo para o Futuro é de R$ 600 mil por ano.
74	ORI->NAT->STR	S	N	O gerente de saúde do Sesc, Luiz Tadeu Piva, diz que o valor é 30 vezes menor do que o gasto necessário com o tratamento curativo.	O gerente de saúde do Sesc diz que o valor é 30 vezes menor do que o gasto necessário com o tratamento curativo.	O gerente de saúde do Sesc diz que o valor é 30 vezes menor do que o gasto necessário com o tratamento curativo.
74	ORI->NAT->STR	N	N	-- Quem participa há quatro anos chegou a 93% de melhoria -- diz ele.	-- Quem participa há quatro anos chegou a 93% de melhoria -- diz ele.	-- Quem participa há quatro anos chegou a 93% de melhoria -- diz ele.
75	ORI->NAT->STR	S	S	Presidente dos EUA fez ontem uma visita surpresa ao Iraque e apontou a pacificação da província de Anbar como um exemplo de sucesso a ser seguido.	Presidente dos EUA fez ontem uma visita surpresa ao Iraque e apontou o estabelecimento da paz na província de Anbar como um exemplo de sucesso a ser seguido.	Presidentedos eua apontou o estabelecimento da paz na província de Anbar como um exemplo de sucesso a ser seguido.
75	ORI->NAT->STR	S	S	Em visita surpresa ao Iraque, o presidente americano, George W Bush, afirmou ontem que os EUA podem reduzir o número de militares no país -- são hoje aproximadamente 160 mil --, caso "a segurança continue a melhorar".	Em visita surpresa ao Iraque, o presidente americano, George W Bush, afirmou ontem que os EUA podem reduzir o número de militares no país, caso "a segurança continue a melhorar".	O presidente afirmou que, caso "a segurança continue a melhorar", os EUA podem reduzir o número de militares no país.
75	ORI->NAT->STR	S	S	A visita durou seis horas e se restringiu às dependências da base militar de Al-Asad, na província de Anbar, onde Bush se reuniu com o comandante americano das tropas no país árabe, general David Petraeus, e o embaixador dos EUA no Iraque, Ryan Crocker.	Na base militar, Bush se reuniu com o comandante americano das tropas no país árabe, general David Petraeus, e o embaixador dos EUA no Iraque, Ryan Crocker.	Na base militar, Bush se reuniu com o comandante americano das tropas no país árabe e o embaixador dos EUA no Iraque.
75	ORI->NAT->STR	S	S	Ele recebeu também líderes tribais árabes sunitas, grupo étnico-religioso majoritário na província, no oeste do país, e o primeiro-ministro iraquiano, Nouri al-Maliki.	Ele recebeu também líderes de tribos árabes sunitas, o maior grupo étnico-religioso na província, no oeste do país, e o primeiro-ministro iraquiano, Nouri al-Maliki.	Os sunitas são o maior grupo étnico-religioso na província, no oeste do país.
75	ORI->NAT->STR	S	N	--se o sucesso que estamos vendo continuar, será possível manter o mesmo nível de segurança com menos soldados americanos -- disse o presidente.	-- Se o sucesso que estamos vendo continuar, será possível manter um nível igual de segurança com menos soldados americanos -- disse o presidente.	-- Se o sucesso que estamos vendo continuar, será possível manter um nível igual de segurança com menos soldados americanos -- disse o presidente.
75	ORI->NAT->STR	N	N	Tanto a declaração de Bush como a escolha de Anbar para a visita indicam uma mudança com um claro objetivo político.	Tanto a declaração de Bush como a escolha de Anbar para a visita indicam uma mudança com um claro objetivo político.	Tanto a declaração de Bush como a escolha de Anbar para a visita indicam uma mudança com um claro objetivo político.
75	ORI->NAT->STR	N	S	Por um lado, pretendem desviar o foco de atenção do Congresso americano, a exatamente uma semana da apresentação do aguardado relatório de Petraeus sobre a situação no Iraque.	Por um lado, pretendem desviar o foco de atenção do Congresso americano, a exatamente uma semana da apresentação do aguardado relatório de Petraeus sobre a situação no Iraque.	Isso porque falta exatamente uma semana para a apresentação do aguardado relatório de Petraeus sobre a situação no Iraque.
75	ORI->NAT->STR	S	N	O militar avaliará os resultados da decisão de Bush de enviar 30 mil soldados adicionais ao país do Golfo Pérsico no início do ano.	O militar avaliará os resultados da decisão de Bush de enviar mais 30 mil soldados ao país do Golfo Pérsico no início do ano.	O militar avaliará os resultados da decisão de Bush de enviar mais 30 mil soldados ao país do Golfo Pérsico no início do ano.
75	ORI->NAT->STR	S	N	Além disso, escolher Anbar como destino é uma maneira de respaldar o argumento da Casa Branca de que os esforços no Iraque estão produzindo resultados.	Além disso, escolher Anbar como destino é uma maneira de apoiar o argumento da Casa Branca de que os esforços no Iraque estão produzindo resultados.	Além disso, escolher Anbar como destino é uma maneira de apoiar o argumento da Casa Branca de que os esforços no Iraque estão produzindo resultados.
75	ORI->NAT->STR	S	S	Isso porque há alguns meses Anbar era o principal foco da insurgência sunita, e hoje -- depois que líderes tribais se rebelaram contra o grupo terrorista Al-Qaeda no Iraque --, a violência na província foi controlada.	Isso porque, há alguns meses, Anbar era o principal foco da rebelião sunita e, hoje -- depois que líderes de tribos se revoltaram contra o grupo terrorista Al-Qaeda no Iraque --, a violência na província foi controlada.	Isso porque, há alguns meses, Anbar era o principal foco da rebelião sunita e, hoje, a violência na província foi controlada.
75	ORI->NAT->STR	S	S	Segundo Bush, as mudanças em Anbar são um exemplo do que poderia ocorrer com o Iraque:	Na opinião de Bush, as mudanças em Anbar são um exemplo do que poderia ocorrer com o Iraque:	Na opinião de Bush, as mudanças em Anbar são um exemplo do que poderia ocorrer no Iraque:
75	ORI->NAT->STR	N	N	-- Hoje, Anbar é um lugar realmente diferente.	-- Hoje, Anbar é um lugar realmente diferente.	-- Hoje, Anbar é um lugar realmente diferente.
75	ORI->NAT->STR	N	S	O presidente indicou que, por enquanto, deseja manter o atual número de soldados em Anbar e na capital, Bagdá.	O presidente indicou que, por enquanto, deseja manter o atual número de soldados em Anbar e na capital, Bagdá.	O presidente indicou que, por enquanto, deseja manter o atual número de soldados em Anbar e na capital Bagdá.
75	ORI->NAT->STR	S	S	Bush está sob intensa pressão da oposição democrata e mesmo de correligionários do Partido Republicano para dar início à retirada de parte dos 160 mil soldados, após quatro anos de guerra e mais de 3,7 mil militares mortos.	Bush está sob intensa pressão da oposição democrata e até de outros membros do Partido Republicano para dar início à retirada de parte dos 160 mil soldados, depois de quatro anos de guerra e mais de 3,7 mil militares mortos.	A retirada aconteceria depois de quatro anos de guerra e mais de 3,7 mil militares mortos.
75	ORI->NAT->STR	S	N	Na conversa com os líderes tribais sunitas, Bush foi incisivo:	Bush foi incisivo na conversa com os líderes de tribos sunitas:	Bush foi incisivo na conversa com os líderes de tribos sunitas:
75	ORI->NAT->STR	S	N	-- Quero deixar bem claro, Os Estados Unidos não vão abandonar o Iraque.	-- Quero deixar muito claro que os Estados Unidos não vão abandonar o Iraque.	-- Quero deixar muito claro que os Estados Unidos não vão abandonar o Iraque.
75	ORI->NAT->STR	N	S	Não vamos abandonar nossos amigos -- disse ele, dando um recado aos sunitas para aceitarem Al-Maliki, um xiita, e com isso mostrarem que uma união nacional é possível.	Não vamos abandonar nossos amigos -- disse ele, dando um recado aos sunitas para aceitarem Al-Maliki, um xiita, e com isso mostrarem que uma união nacional é possível.	Bush deu um recado aos sunitas para aceitarem Al-Maliki e mostrarem que uma união nacional é possível.
75	ORI->NAT->STR	S	N	Por questões de segurança, a viagem de Bush ao Iraque foi cercada de cuidados atípicos.	A viagem de Bush ao Iraque foi cercada de cuidados incomuns por questões de segurança.	A viagem de Bush ao Iraque foi cercada de cuidados incomuns por questões de segurança.
75	ORI->NAT->STR	S	N	No final da noite de domingo, o presidente se deslocou discretamente para base aérea de Andrews, perto de Washington, com apenas um carro na escolta -- usualmente, a comitiva inclui pelo menos 10 veículos.	No final da noite de domingo, o presidente se deslocou para a base aérea de Andrews, perto de Washington, sem chamar a atenção.	No final da noite de domingo, o presidente se deslocou para a base aérea de Andrews, perto de Washington, sem chamar a atenção.
75	ORI->NAT->STR	N	S	O pequeno grupo de jornalistas que normalmente acompanha o vôo no Air Force 1 foi levado para a base também na noite de domingo.	O pequeno grupo de jornalistas que normalmente acompanha o vôo no Air Force 1 foi levado para a base também na noite de domingo.	O pequeno grupo de jornalistas que normalmente acompanha o vôo do Air Force 1 foi levado para a base também na noite de domingo.
75	ORI->NAT->STR	N	N	Eles puderam avisar apenas um editor e as mulheres.	Eles puderam avisar apenas um editor e as mulheres.	Eles puderam avisar apenas um editor e as mulheres.
75	ORI->NAT->STR	S	N	Antes de embarcar, seus celulares e pagers foram retirados pela segurança e devolvidos momentos antes da aterrissagem no Iraque.	A segurança devolveu os celulares e pagers momentos antes da aterrissagem no Iraque.	A segurança devolveu os celulares e pagers momentos antes da aterrissagem no Iraque.
75	ORI->NAT->STR	S	S	Para despistar a imprensa, a assessoria divulgou um falso cronograma para a viagem a Sydney, na Austrália.	Para enganar a imprensa, a assessoria divulgou um falso cronograma para a viagem a Sydney, na Austrália.	Para enganar a imprensa, a assessoria divulgou um falso plano para a viagem a Sydney, na Austrália.
75	ORI->NAT->STR	N	S	Depois de seis horas em solo iraquiano, sob um calor de 43º C, Bush seguiu viagem rumo à Austrália, onde participará de um encontro com líderes da região da Ásia-Pacífico.	Depois de seis horas em solo iraquiano, sob um calor de 43º C, Bush seguiu viagem rumo à Austrália, onde participará de um encontro com líderes da região da Ásia-Pacífico.	Depois de seis hora em solo iraquiano, sob um calor de 43º C, Bush seguiu viagem rumo a Austrália.
76	ORI->NAT->STR	N	N	Tribunal divulgou fotografias tiradas pouco antes do acidente fatal.	Tribunal divulgou fotografias tiradas pouco antes do acidente fatal.	Tribunal divulgou fotografias tiradas pouco antes do acidente fatal.
76	ORI->NAT->STR	S	S	Imagens inéditas divulgadas na Grã-Bretanha ressuscitaram o interesse em relação à princesa Diana, morta em um acidente de carro 10 anos atrás, em 31 de agosto de 1997.	Imagens que nunca foram vistas antes divulgadas na Grã-Bretanha fizeram voltar o interesse pela princesa Diana, morta em um acidente de carro dez anos atrás, em 31 de agosto de 1997.	A princesa Diana morreu em um acidente de carro dez anos atrás, em 31 de agosto de 1997.
76	ORI->NAT->STR	S	N	Liberadas pelo tribunal britânico que analisa o caso, as fotos mostram a princesa dentro do Mercedes-Benz em que morreu, momentos antes da colisão no túnel DAlma, em Paris.	As fotos mostram a princesa dentro do Mercedes-Benz em que morreu, momentos antes da batida no túnel DAlma, em Paris.	As fotos mostram a princesa dentro do Mercedes-Benz em que morreu, momentos antes da batida no túnel DAlma, em Paris.
76	ORI->NAT->STR	N	S	Em outras imagens, tiradas de um vídeo de uma câmera de segurança, Diana aparece no elevador do Hotel Ritz, antes de entrar no carro.	Em outras imagens, tiradas de um vídeo de uma câmera de segurança, Diana aparece no elevador do Hotel Ritz, antes de entrar no carro.	Em outras imagens, Diana aparece no elevador do Hotel Ritz, antes de entrar no carro.
76	ORI->NAT->STR	S	S	Em uma das fotos mostradas no julgamento, Diana está no banco traseiro do veículo e olha para trás, aparentemente para ver se o motorista havia despistado os paparazzi.	Em uma das fotos mostradas no julgamento, Diana está no banco traseiro do veículo e olha para trás, provavelmente para ver se o motorista havia enganado os fotógrafos.	Diana olha para trás, provavelmente para ver se o motorista havia enganado os fotógrafos.
76	ORI->NAT->STR	N	S	A foto teria sido tirada por um fotógrafo que conseguiu ultrapassar o Mercedes.	A foto teria sido tirada por um fotógrafo que conseguiu ultrapassar o Mercedes.	Um fotógrafo que conseguiu ultrapassar o Mercedes teria tirado a foto.
76	ORI->NAT->STR	S	N	O novo inquérito, que deverá esclarecer definitivamente como Diana perdeu a vida, é comandado pelo juiz Scott Baker.	O novo inquérito deverá esclarecer de uma vez por todas como Diana perdeu a vida.	O novo inquérito deverá esclarecer de uma vez por todas como Diana perdeu a vida.
76	ORI->NAT->STR	S	N	Duas investigações anteriores, uma da polícia francesa e outra da britânica, atribuíram o acidente ao fato de o motorista Henri Paul estar alcoolizado e dirigindo em alta velocidade.	Duas investigações anteriores atribuíram o acidente ao fato de o motorista Henri Paul estar bêbado e dirigindo em alta velocidade.	Duas investigações anteriores atribuíram o acidente ao fato de o motorista Henri Paul estar bêbado e dirigindo em alta velocidade.
76	ORI->NAT->STR	S	S	No entanto, essa versão não satisfez Mohammed al-Fayed -- pai de Dodi al-Fayed, o namorado de Diana, também morto no túnel DAlma.	Mas essa versão não satisfez Mohammed al-Fayed, pai de Dodi al-Fayed, o namorado de Diana, também morto no túnel DAlma.	Mas essa versão não satisfez Mohammed al-Fayed.
76	ORI->NAT->STR	S	S	No entanto, essa versão não satisfez Mohammed al-Fayed -- pai de Dodi al-Fayed, o namorado de Diana, também morto no túnel DAlma.	Mas essa versão não satisfez Mohammed al-Fayed, pai de Dodi al-Fayed, o namorado de Diana, também morto no túnel DAlma.	Mohammed al-Fayed era o pai de Dodi al-Fayed.
